id,theme,scenario_id,scenario_text,question_number,question,option_a,option_b,option_c,option_d,correct_answer,feedback_correct,feedback_incorrect
251,Pédiatrie,SCN017,Scénario clinique SCN017 : Cas typique lié au domaine Pédiatrie. Patient avec situation nécessitant analyse et interventions infirmières.,4,Question 4 liée à SCN017 dans le domaine Pédiatrie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Pédiatrie.
252,Pédiatrie,SCN018,Scénario clinique SCN018 : Cas typique lié au domaine Pédiatrie. Patient avec situation nécessitant analyse et interventions infirmières.,1,Question 1 liée à SCN018 dans le domaine Pédiatrie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Pédiatrie.
253,Pédiatrie,SCN018,Scénario clinique SCN018 : Cas typique lié au domaine Pédiatrie. Patient avec situation nécessitant analyse et interventions infirmières.,2,Question 2 liée à SCN018 dans le domaine Pédiatrie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Pédiatrie.
254,Pédiatrie,SCN018,Scénario clinique SCN018 : Cas typique lié au domaine Pédiatrie. Patient avec situation nécessitant analyse et interventions infirmières.,3,Question 3 liée à SCN018 dans le domaine Pédiatrie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Pédiatrie.
255,Santé mentale,SCN019,Scénario clinique SCN019 : Cas typique lié au domaine Santé mentale. Patient avec situation nécessitant analyse et interventions infirmières.,1,Question 1 liée à SCN019 dans le domaine Santé mentale.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé mentale.
256,Santé mentale,SCN019,Scénario clinique SCN019 : Cas typique lié au domaine Santé mentale. Patient avec situation nécessitant analyse et interventions infirmières.,2,Question 2 liée à SCN019 dans le domaine Santé mentale.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé mentale.
257,Santé mentale,SCN019,Scénario clinique SCN019 : Cas typique lié au domaine Santé mentale. Patient avec situation nécessitant analyse et interventions infirmières.,3,Question 3 liée à SCN019 dans le domaine Santé mentale.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé mentale.
258,Santé mentale,SCN019,Scénario clinique SCN019 : Cas typique lié au domaine Santé mentale. Patient avec situation nécessitant analyse et interventions infirmières.,4,Question 4 liée à SCN019 dans le domaine Santé mentale.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé mentale.
259,Santé mentale,SCN020,Scénario clinique SCN020 : Cas typique lié au domaine Santé mentale. Patient avec situation nécessitant analyse et interventions infirmières.,1,Question 1 liée à SCN020 dans le domaine Santé mentale.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé mentale.
260,Santé mentale,SCN020,Scénario clinique SCN020 : Cas typique lié au domaine Santé mentale. Patient avec situation nécessitant analyse et interventions infirmières.,2,Question 2 liée à SCN020 dans le domaine Santé mentale.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé mentale.
261,Santé mentale,SCN020,Scénario clinique SCN020 : Cas typique lié au domaine Santé mentale. Patient avec situation nécessitant analyse et interventions infirmières.,3,Question 3 liée à SCN020 dans le domaine Santé mentale.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé mentale.
262,Santé mentale,SCN021,Scénario clinique SCN021 : Cas typique lié au domaine Santé mentale. Patient avec situation nécessitant analyse et interventions infirmières.,1,Question 1 liée à SCN021 dans le domaine Santé mentale.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé mentale.
263,Santé mentale,SCN021,Scénario clinique SCN021 : Cas typique lié au domaine Santé mentale. Patient avec situation nécessitant analyse et interventions infirmières.,2,Question 2 liée à SCN021 dans le domaine Santé mentale.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé mentale.
264,Santé mentale,SCN021,Scénario clinique SCN021 : Cas typique lié au domaine Santé mentale. Patient avec situation nécessitant analyse et interventions infirmières.,3,Question 3 liée à SCN021 dans le domaine Santé mentale.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé mentale.
265,Santé mentale,SCN021,Scénario clinique SCN021 : Cas typique lié au domaine Santé mentale. Patient avec situation nécessitant analyse et interventions infirmières.,4,Question 4 liée à SCN021 dans le domaine Santé mentale.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé mentale.
266,Santé mentale,SCN022,Scénario clinique SCN022 : Cas typique lié au domaine Santé mentale. Patient avec situation nécessitant analyse et interventions infirmières.,1,Question 1 liée à SCN022 dans le domaine Santé mentale.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé mentale.
267,Santé mentale,SCN022,Scénario clinique SCN022 : Cas typique lié au domaine Santé mentale. Patient avec situation nécessitant analyse et interventions infirmières.,2,Question 2 liée à SCN022 dans le domaine Santé mentale.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé mentale.
268,Santé mentale,SCN022,Scénario clinique SCN022 : Cas typique lié au domaine Santé mentale. Patient avec situation nécessitant analyse et interventions infirmières.,3,Question 3 liée à SCN022 dans le domaine Santé mentale.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé mentale.
269,Gérontologie,SCN023,Scénario clinique SCN023 : Cas typique lié au domaine Gérontologie. Patient avec situation nécessitant analyse et interventions infirmières.,1,Question 1 liée à SCN023 dans le domaine Gérontologie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Gérontologie.
270,Gérontologie,SCN023,Scénario clinique SCN023 : Cas typique lié au domaine Gérontologie. Patient avec situation nécessitant analyse et interventions infirmières.,2,Question 2 liée à SCN023 dans le domaine Gérontologie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Gérontologie.
271,Gérontologie,SCN023,Scénario clinique SCN023 : Cas typique lié au domaine Gérontologie. Patient avec situation nécessitant analyse et interventions infirmières.,3,Question 3 liée à SCN023 dans le domaine Gérontologie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Gérontologie.
272,Gérontologie,SCN023,Scénario clinique SCN023 : Cas typique lié au domaine Gérontologie. Patient avec situation nécessitant analyse et interventions infirmières.,4,Question 4 liée à SCN023 dans le domaine Gérontologie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Gérontologie.
273,Gérontologie,SCN024,Scénario clinique SCN024 : Cas typique lié au domaine Gérontologie. Patient avec situation nécessitant analyse et interventions infirmières.,1,Question 1 liée à SCN024 dans le domaine Gérontologie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Gérontologie.
274,Gérontologie,SCN024,Scénario clinique SCN024 : Cas typique lié au domaine Gérontologie. Patient avec situation nécessitant analyse et interventions infirmières.,2,Question 2 liée à SCN024 dans le domaine Gérontologie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Gérontologie.
275,Gérontologie,SCN024,Scénario clinique SCN024 : Cas typique lié au domaine Gérontologie. Patient avec situation nécessitant analyse et interventions infirmières.,3,Question 3 liée à SCN024 dans le domaine Gérontologie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Gérontologie.
276,Gérontologie,SCN025,Scénario clinique SCN025 : Cas typique lié au domaine Gérontologie. Patient avec situation nécessitant analyse et interventions infirmières.,1,Question 1 liée à SCN025 dans le domaine Gérontologie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Gérontologie.
277,Gérontologie,SCN025,Scénario clinique SCN025 : Cas typique lié au domaine Gérontologie. Patient avec situation nécessitant analyse et interventions infirmières.,2,Question 2 liée à SCN025 dans le domaine Gérontologie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Gérontologie.
278,Gérontologie,SCN025,Scénario clinique SCN025 : Cas typique lié au domaine Gérontologie. Patient avec situation nécessitant analyse et interventions infirmières.,3,Question 3 liée à SCN025 dans le domaine Gérontologie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Gérontologie.
279,Gérontologie,SCN025,Scénario clinique SCN025 : Cas typique lié au domaine Gérontologie. Patient avec situation nécessitant analyse et interventions infirmières.,4,Question 4 liée à SCN025 dans le domaine Gérontologie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Gérontologie.
280,Santé communautaire,SCN026,Scénario clinique SCN026 : Cas typique lié au domaine Santé communautaire. Patient avec situation nécessitant analyse et interventions infirmières.,1,Question 1 liée à SCN026 dans le domaine Santé communautaire.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé communautaire.
281,Santé communautaire,SCN026,Scénario clinique SCN026 : Cas typique lié au domaine Santé communautaire. Patient avec situation nécessitant analyse et interventions infirmières.,2,Question 2 liée à SCN026 dans le domaine Santé communautaire.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé communautaire.
282,Santé communautaire,SCN026,Scénario clinique SCN026 : Cas typique lié au domaine Santé communautaire. Patient avec situation nécessitant analyse et interventions infirmières.,3,Question 3 liée à SCN026 dans le domaine Santé communautaire.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé communautaire.
283,Santé communautaire,SCN026,Scénario clinique SCN026 : Cas typique lié au domaine Santé communautaire. Patient avec situation nécessitant analyse et interventions infirmières.,4,Question 4 liée à SCN026 dans le domaine Santé communautaire.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé communautaire.
284,Santé communautaire,SCN027,Scénario clinique SCN027 : Cas typique lié au domaine Santé communautaire. Patient avec situation nécessitant analyse et interventions infirmières.,1,Question 1 liée à SCN027 dans le domaine Santé communautaire.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé communautaire.
285,Santé communautaire,SCN027,Scénario clinique SCN027 : Cas typique lié au domaine Santé communautaire. Patient avec situation nécessitant analyse et interventions infirmières.,2,Question 2 liée à SCN027 dans le domaine Santé communautaire.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé communautaire.
286,Santé communautaire,SCN027,Scénario clinique SCN027 : Cas typique lié au domaine Santé communautaire. Patient avec situation nécessitant analyse et interventions infirmières.,3,Question 3 liée à SCN027 dans le domaine Santé communautaire.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé communautaire.
287,Santé communautaire,SCN028,Scénario clinique SCN028 : Cas typique lié au domaine Santé communautaire. Patient avec situation nécessitant analyse et interventions infirmières.,1,Question 1 liée à SCN028 dans le domaine Santé communautaire.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé communautaire.
288,Santé communautaire,SCN028,Scénario clinique SCN028 : Cas typique lié au domaine Santé communautaire. Patient avec situation nécessitant analyse et interventions infirmières.,2,Question 2 liée à SCN028 dans le domaine Santé communautaire.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé communautaire.
289,Santé communautaire,SCN028,Scénario clinique SCN028 : Cas typique lié au domaine Santé communautaire. Patient avec situation nécessitant analyse et interventions infirmières.,3,Question 3 liée à SCN028 dans le domaine Santé communautaire.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé communautaire.
290,Santé communautaire,SCN028,Scénario clinique SCN028 : Cas typique lié au domaine Santé communautaire. Patient avec situation nécessitant analyse et interventions infirmières.,4,Question 4 liée à SCN028 dans le domaine Santé communautaire.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Santé communautaire.
291,Pharmacologie / Calculs,SCN029,Scénario clinique SCN029 : Cas typique lié au domaine Pharmacologie / Calculs. Patient avec situation nécessitant analyse et interventions infirmières.,1,Question 1 liée à SCN029 dans le domaine Pharmacologie / Calculs.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Pharmacologie / Calculs.
292,Pharmacologie / Calculs,SCN029,Scénario clinique SCN029 : Cas typique lié au domaine Pharmacologie / Calculs. Patient avec situation nécessitant analyse et interventions infirmières.,2,Question 2 liée à SCN029 dans le domaine Pharmacologie / Calculs.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Pharmacologie / Calculs.
293,Pharmacologie / Calculs,SCN029,Scénario clinique SCN029 : Cas typique lié au domaine Pharmacologie / Calculs. Patient avec situation nécessitant analyse et interventions infirmières.,3,Question 3 liée à SCN029 dans le domaine Pharmacologie / Calculs.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Pharmacologie / Calculs.
294,Pharmacologie / Calculs,SCN029,Scénario clinique SCN029 : Cas typique lié au domaine Pharmacologie / Calculs. Patient avec situation nécessitant analyse et interventions infirmières.,4,Question 4 liée à SCN029 dans le domaine Pharmacologie / Calculs.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Pharmacologie / Calculs.
295,Pharmacologie / Calculs,SCN030,Scénario clinique SCN030 : Cas typique lié au domaine Pharmacologie / Calculs. Patient avec situation nécessitant analyse et interventions infirmières.,1,Question 1 liée à SCN030 dans le domaine Pharmacologie / Calculs.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Pharmacologie / Calculs.
296,Pharmacologie / Calculs,SCN030,Scénario clinique SCN030 : Cas typique lié au domaine Pharmacologie / Calculs. Patient avec situation nécessitant analyse et interventions infirmières.,2,Question 2 liée à SCN030 dans le domaine Pharmacologie / Calculs.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Pharmacologie / Calculs.
297,Pharmacologie / Calculs,SCN030,Scénario clinique SCN030 : Cas typique lié au domaine Pharmacologie / Calculs. Patient avec situation nécessitant analyse et interventions infirmières.,3,Question 3 liée à SCN030 dans le domaine Pharmacologie / Calculs.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Pharmacologie / Calculs.
298,Pharmacologie / Calculs,SCN031,Scénario clinique SCN031 : Cas typique lié au domaine Pharmacologie / Calculs. Patient avec situation nécessitant analyse et interventions infirmières.,1,Question 1 liée à SCN031 dans le domaine Pharmacologie / Calculs.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Pharmacologie / Calculs.
299,Pharmacologie / Calculs,SCN031,Scénario clinique SCN031 : Cas typique lié au domaine Pharmacologie / Calculs. Patient avec situation nécessitant analyse et interventions infirmières.,2,Question 2 liée à SCN031 dans le domaine Pharmacologie / Calculs.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Pharmacologie / Calculs.
300,Pharmacologie / Calculs,SCN031,Scénario clinique SCN031 : Cas typique lié au domaine Pharmacologie / Calculs. Patient avec situation nécessitant analyse et interventions infirmières.,3,Question 3 liée à SCN031 dans le domaine Pharmacologie / Calculs.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Pharmacologie / Calculs.
301,Pharmacologie / Calculs,SCN031,Scénario clinique SCN031 : Cas typique lié au domaine Pharmacologie / Calculs. Patient avec situation nécessitant analyse et interventions infirmières.,4,Question 4 liée à SCN031 dans le domaine Pharmacologie / Calculs.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Pharmacologie / Calculs.
302,Éthique et déontologie,SCN032,Scénario clinique SCN032 : Cas typique lié au domaine Éthique et déontologie. Patient avec situation nécessitant analyse et interventions infirmières.,1,Question 1 liée à SCN032 dans le domaine Éthique et déontologie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Éthique et déontologie.
303,Éthique et déontologie,SCN032,Scénario clinique SCN032 : Cas typique lié au domaine Éthique et déontologie. Patient avec situation nécessitant analyse et interventions infirmières.,2,Question 2 liée à SCN032 dans le domaine Éthique et déontologie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Éthique et déontologie.
304,Éthique et déontologie,SCN032,Scénario clinique SCN032 : Cas typique lié au domaine Éthique et déontologie. Patient avec situation nécessitant analyse et interventions infirmières.,3,Question 3 liée à SCN032 dans le domaine Éthique et déontologie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Éthique et déontologie.
305,Éthique et déontologie,SCN032,Scénario clinique SCN032 : Cas typique lié au domaine Éthique et déontologie. Patient avec situation nécessitant analyse et interventions infirmières.,4,Question 4 liée à SCN032 dans le domaine Éthique et déontologie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Éthique et déontologie.
306,Éthique et déontologie,SCN033,Scénario clinique SCN033 : Cas typique lié au domaine Éthique et déontologie. Patient avec situation nécessitant analyse et interventions infirmières.,1,Question 1 liée à SCN033 dans le domaine Éthique et déontologie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Éthique et déontologie.
307,Éthique et déontologie,SCN033,Scénario clinique SCN033 : Cas typique lié au domaine Éthique et déontologie. Patient avec situation nécessitant analyse et interventions infirmières.,2,Question 2 liée à SCN033 dans le domaine Éthique et déontologie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Éthique et déontologie.
308,Éthique et déontologie,SCN033,Scénario clinique SCN033 : Cas typique lié au domaine Éthique et déontologie. Patient avec situation nécessitant analyse et interventions infirmières.,3,Question 3 liée à SCN033 dans le domaine Éthique et déontologie.,Option A,Option B,Option C,Option D,A,Correct! L'analyse est cohérente avec la pratique clinique.,Ce choix n'est pas optimal. Revoir : Éthique et déontologie.
